date,num1,num2,num3,num4,num5,num6
2022-02-05,1,2,13,26,43,1
2022-02-04,20,22,24,37,39,4
2022-02-03,11,25,28,34,37,4
2022-02-02,17,21,22,28,44,3
2022-02-01,20,24,30,41,53,4
2022-01-31,1,11,24,37,54,3
2022-01-30,13,33,46,47,49,2
2022-01-29,2,4,5,16,22,1
2022-01-28,17,27,31,43,51,1
2022-01-27,19,39,43,49,51,3
2022-01-26,14,16,17,40,47,4
2022-01-25,14,15,19,30,38,3
2022-01-24,12,14,24,42,53,3
2022-01-23,2,22,26,34,48,4
2022-01-22,6,22,29,51,52,1
2022-01-21,5,21,24,36,46,2
2022-01-20,5,26,38,46,58,1
2022-01-19,5,11,31,42,49,3
2022-01-18,30,33,52,53,60,1
2022-01-17,1,19,36,43,53,2
2022-01-16,19,36,42,54,59,3
2022-01-15,6,10,30,35,60,2
2022-01-14,15,19,29,37,58,2
2022-01-13,22,34,38,42,50,1
2022-01-12,1,6,24,36,58,4
2022-01-11,4,26,46,53,58,4
2022-01-10,1,3,29,34,39,3
2022-01-09,20,32,33,42,52,4
2022-01-08,20,33,34,40,59,3
2022-01-07,22,23,45,54,55,3
2022-01-06,1,13,15,28,52,1
2022-01-05,4,33,39,51,58,3
2022-01-04,5,13,19,20,29,2
2022-01-03,2,39,42,47,50,4
2022-01-02,8,14,19,27,28,2
2022-01-01,5,11,19,23,33,4
